,Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance,City pair unique distance
1282,"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,343,1
1283,"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,343,1
1284,"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,343,1
1285,"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,343,1
1286,"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,343,1
1287,"Edinburgh, United Kingdom - Isle Of Man, United Kingdom",IOM,EDI,54.1,-4.63,55.96,-3.34,138,1
1288,"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,604,1
1289,"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,604,1
1290,"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,604,1
1291,"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,604,1
1292,"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,604,1
1293,"Chicago, United States Of America - Minneapolis, United States Of America",MSP,ORD,44.9,-93.2,41.6,-98.93,368,1
1294,"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,3973,1
1295,"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,3973,1
1296,"New York, United States Of America - Richmond, United States Of America",RIC,LGA,45.8,-94.22,40.77,-73.88,1079,1
1297,"New York, United States Of America - Richmond, United States Of America",RIC,LGA,45.8,-94.22,40.77,-73.88,1079,1
1298,"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,607,1
1299,"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,607,1
1300,"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,607,1
1301,"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,6767,1
1302,"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,6767,1
1303,"Chicago, United States Of America - Des Moines, United States Of America",ORD,DSM,41.6,-98.93,41.53,-93.65,274,1
1304,"Durban, South Africa - Port Elizabeth, South Africa",PLZ,DUR,-34.0,25.61,-29.96,30.95,419,1
1305,"Newark, United States Of America - Tulsa, United States Of America",EWR,TUL,41.6,-98.93,34.23,-89.36,728,1
1306,"Geneva, Switzerland - Johannesburg, South Africa",GVA,JNB,47.5,8.57,-26.13,28.23,5213,1
1307,"Cincinnati, United States Of America - Newark, United States Of America",EWR,CVG,40.7,-74.18,39.06,-84.66,568,1
1308,"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-26.1,28.23,-4.68,55.52,2330,1
1309,"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-26.1,28.23,-4.68,55.52,2330,1
1310,"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-26.1,28.23,-4.68,55.52,2330,1
1311,"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,670,1
1312,"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,670,1
1313,"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,670,1
1314,"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,3741,1
1315,"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,3741,1
1316,"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,717,1
1317,"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,717,1
1318,"Beijing, China - New York, United States Of America",PEK,JFK,40.1,116.58,40.64,-73.79,6836,1
1319,"Cleveland, United States Of America - Newark, United States Of America",EWR,CLE,40.7,-74.18,45.46,-120.2,2319,1
1320,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1321,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1322,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1323,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1324,"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,189,1
1325,"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,1292,1
1326,"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,1292,1
1327,"Bombay, India - Madras, India",MAA,BOM,13.1,80.23,19.09,72.86,640,1
1328,"Bombay, India - Madras, India",MAA,BOM,13.1,80.23,19.09,72.86,640,1
1329,"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,281,1
1330,"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,281,1
1331,"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,1292,1
1332,"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,1292,1
1333,"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,709,1
1334,"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,709,1
1335,"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,775,1
1336,"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,775,1
1337,"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,775,1
1338,"George, South Africa - Johannesburg, South Africa",GRJ,JNB,-34.0,22.38,-26.13,28.23,645,1
1339,"Jakarta-soekarno, Indonesia - London, United Kingdom",LHR,CGK,22.3,113.94,-6.13,106.66,2015,1
1340,"Jakarta-soekarno, Indonesia - London, United Kingdom",LHR,CGK,22.3,113.94,-6.13,106.66,2015,1
1341,"Johannesburg, South Africa - Kimberly, South Africa",JNB,KIM,-26.1,28.23,-28.79,24.77,282,1
1342,"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,4190,1
1343,"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,4190,1
1344,"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,4190,1
1345,"Budapest, Hungary - London, United Kingdom",LHR,BUD,51.5,-0.45,47.45,19.22,926,1
1346,"Bombay, India - Glasgow, United Kingdom",BOM,GLA,51.5,-0.45,55.86,-4.43,343,1
1347,"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,225,1
1348,"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,225,1
1349,"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,281,1
1350,"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,281,1
1351,"London, United Kingdom - Muscat, Oman",MCT,LHR,23.6,58.29,51.47,-0.45,3628,1
1352,"Atlanta, United States Of America - Philadelphia, United States Of America",ATL,PHL,42.9,-83.53,45.05,-89.01,311,1
1353,"London, United Kingdom - Reykjavik-keflavik, Iceland",LHR,KEF,51.5,-0.45,63.99,-22.61,1179,1
1354,"London, United Kingdom - Reykjavik-keflavik, Iceland",LHR,KEF,51.5,-0.45,63.99,-22.61,1179,1
1355,"Madrid, Spain - New York, United States Of America",MAD,NYC,40.5,-3.58,40.71,-74.01,3597,1
1356,"Madrid, Spain - New York, United States Of America",MAD,NYC,40.5,-3.58,40.71,-74.01,3597,1
1357,"Madrid, Spain - New York, United States Of America",MAD,NYC,40.5,-3.58,40.71,-74.01,3597,1
1358,"Lisbon, Portugal - Manchester, United Kingdom",MAN,LIS,53.4,0.1,38.77,-9.13,1101,1
1359,"Lisbon, Portugal - Manchester, United Kingdom",MAN,LIS,53.4,0.1,38.77,-9.13,1101,1
1360,"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,2000,1
1361,"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,2000,1
1362,"Athens, Greece - New York, United States Of America",ATH,JFK,37.9,23.72,40.64,-73.79,4933,1
1363,"Manila, Philippines - Philadelphia, United States Of America",PHL,MNL,37.3,-107.75,14.51,121.02,7669,1
1364,"Milan, Italy - Paris, France",CDG,LIN,49.0,2.54,45.47,9.18,396,1
1365,"Milan, Italy - Paris, France",CDG,LIN,49.0,2.54,45.47,9.18,396,1
1366,"Milan, Italy - Paris, France",CDG,LIN,49.0,2.54,45.47,9.18,396,1
1367,"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,77,1
1368,"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,77,1
1369,"London, United Kingdom - Mahe Island, Seychelles Islands",SEZ,LHR,25.3,51.56,51.47,-0.45,3257,1
1370,"London, United Kingdom - Mahe Island, Seychelles Islands",SEZ,LHR,25.3,51.56,51.47,-0.45,3257,1
1371,"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,3459,1
1372,"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,3459,1
1373,"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,3459,1
1374,"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,3459,1
1375,"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,3459,1
1376,"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,500,1
1377,"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,500,1
1378,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
1379,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
1380,"Philadelphia, United States Of America - San Diego, United States Of America",SAN,PHL,41.6,-98.93,45.05,-89.01,553,1
1381,"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,51.5,-0.45,55.86,-4.43,343,1
1382,"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,51.5,-0.45,55.86,-4.43,343,1
1383,"Bombay, India - Newark, United States Of America",EWR,BOM,40.7,-74.18,19.09,72.86,7807,1
1384,"East London, South Africa - Johannesburg, South Africa",ELS,JNB,-33.0,27.83,-26.13,28.23,474,1
1385,"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,186,1
1386,"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,5369,1
1387,"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,5369,1
1388,"Lima, Peru - Newark, United States Of America",LIM,EWR,-12.0,-77.11,40.69,-74.18,3629,1
1389,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1390,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1391,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1392,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1393,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1394,"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,337,1
1395,"Accra, Ghana - Nairobi, Kenya",NBO,ACC,-1.3,36.81,5.6,-0.17,2598,1
1396,"London, United Kingdom - Montreal, Canada",YUL,LHR,45.5,-73.75,51.47,-0.45,3249,1
1397,"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,7483,1
1398,"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,7483,1
1399,"Lisbon, Portugal - Sao Paulo, Brazil",LIS,GRU,38.8,-9.13,-23.42,-46.48,4916,1
1400,"Lisbon, Portugal - Sao Paulo, Brazil",LIS,GRU,38.8,-9.13,-23.42,-46.48,4916,1
1401,"Lisbon, Portugal - Sao Paulo, Brazil",LIS,GRU,38.8,-9.13,-23.42,-46.48,4916,1
1402,"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,1826,1
1403,"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,1826,1
1404,"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39,5453,1
1405,"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39,5453,1
1406,"Aberdeen, United Kingdom - London, United Kingdom",LHR,ABZ,51.5,-0.45,57.2,-2.2,400,1
1407,"Aberdeen, United Kingdom - London, United Kingdom",LHR,ABZ,51.5,-0.45,57.2,-2.2,400,1
1408,"Aberdeen, United Kingdom - London, United Kingdom",LHR,ABZ,51.5,-0.45,57.2,-2.2,400,1
1409,"Frankfurt, Germany - Paris, France",CDG,FRA,49.0,2.54,50.05,8.56,280,1
1410,"Frankfurt, Germany - Paris, France",CDG,FRA,49.0,2.54,50.05,8.56,280,1
1411,"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,490,1
1412,"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,490,1
1413,"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,490,1
1414,"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,490,1
1415,"Dubai, United Arab Emirates - Frankfurt, Germany",FRA,DXB,50.1,8.56,25.25,55.35,3014,1
1416,"Dubai, United Arab Emirates - Frankfurt, Germany",FRA,DXB,50.1,8.56,25.25,55.35,3014,1
1417,"New York, United States Of America - Vancouver, Canada",YVR,JFK,49.2,-123.17,40.64,-73.79,2447,1
1418,"New York, United States Of America - Vancouver, Canada",YVR,JFK,49.2,-123.17,40.64,-73.79,2447,1
1419,"New York, United States Of America - Vancouver, Canada",YVR,JFK,49.2,-123.17,40.64,-73.79,2447,1
1420,"Manchester, United Kingdom - Newark, United States Of America",EWR,MAN,40.7,-74.18,53.37,0.1,3448,1
1421,"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,6764,1
1422,"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,6764,1
1423,"Madrid, Spain - San Francisco, United States Of America",MAD,SFO,51.5,-0.45,37.61,-122.39,5367,1
1424,"Edinburgh, United Kingdom - Singapore, Singapore",EDI,SIN,51.5,-0.45,1.34,103.98,6764,1
1425,"Las Vegas, United States Of America - London, United Kingdom",LAS,LGW,32.0,-87.96,51.16,-0.16,4455,1
1426,"Las Vegas, United States Of America - London, United Kingdom",LAS,LGW,32.0,-87.96,51.16,-0.16,4455,1
1427,"Las Vegas, United States Of America - London, United Kingdom",LAS,LGW,32.0,-87.96,51.16,-0.16,4455,1
1428,"Chicago, United States Of America - Houston, United States Of America",ORD,IAH,41.6,-98.93,29.98,-95.34,826,1
1429,"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,3907,1
1430,"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,3907,1
1431,"Lima, Peru - Santiago, Chile",LIM,SCL,-12.0,-77.11,-33.39,-70.79,1525,1
1432,"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,2195,1
1433,"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,2195,1
1434,"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,6389,1
1435,"Gothenburg, Sweden - London, United Kingdom",LHR,GOT,51.5,-0.45,59.56,16.49,863,1
1436,"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23,9946,1
1437,"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23,9946,1
1438,"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23,9946,1
1439,"New York, United States Of America - Tampa, United States Of America",TPA,LGA,28.0,-82.54,40.77,-73.88,1009,1
1440,"New York, United States Of America - Tampa, United States Of America",TPA,LGA,28.0,-82.54,40.77,-73.88,1009,1
1441,"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,5621,1
1442,"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,5621,1
1443,"Houston, United States Of America - Paris, France",CDG,IAH,39.0,-77.45,29.98,-95.34,1192,1
1444,"Houston, United States Of America - Paris, France",CDG,IAH,39.0,-77.45,29.98,-95.34,1192,1
1445,"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,6925,1
1446,"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,6925,1
1447,"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,714,1
1448,"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,714,1
1449,"Los Angeles, United States Of America - Manila, Philippines",LAX,MNL,37.5,126.66,14.51,121.02,1620,1
1450,"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,471,1
1451,"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,471,1
1452,"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,471,1
1453,"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,471,1
1454,"Amsterdam, Netherlands - Johannesburg, South Africa",JNB,AMS,-26.1,28.23,52.31,4.75,5581,1
1455,"Amsterdam, Netherlands - Johannesburg, South Africa",JNB,AMS,-26.1,28.23,52.31,4.75,5581,1
1456,"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,501,1
1457,"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,501,1
1458,"Fukuoka, Japan - Tokyo, Japan",HND,FUK,35.6,139.75,33.6,130.44,548,1
1459,"Dubai, United Arab Emirates - Frankfurt, Germany",DXB,FRA,25.3,55.35,50.05,8.56,3010,1
1460,"Dubai, United Arab Emirates - Frankfurt, Germany",DXB,FRA,25.3,55.35,50.05,8.56,3010,1
1461,"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,357,1
1462,"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,357,1
1463,"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,357,1
1464,"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,357,1
1465,"Bogota, Colombia - Lima, Peru",BOG,LIM,4.7,-74.14,-12.02,-77.11,1167,1
1466,"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,186,1
1467,"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35,2208,1
1468,"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35,2208,1
1469,"Manchester, United Kingdom - Newark, United States Of America",MAN,EWR,53.4,0.1,40.69,-74.18,3448,1
1470,"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72,273,1
1471,"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72,273,1
1472,"Charlotte, United States Of America - Newark, United States Of America",CLT,EWR,35.2,-80.95,40.69,-74.18,529,1
1473,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
1474,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
1475,"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,3327,1
1476,"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,3327,1
1477,"London, United Kingdom - Newcastle, United Kingdom",NCL,LHR,55.0,-1.71,51.47,-0.45,250,1
1478,"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9,1367,1
1479,"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9,1367,1
1480,"London, United Kingdom - Raleigh/durham, United States Of America",RDU,LHR,35.9,-78.79,51.47,-0.45,3871,1
1481,"Miami, United States Of America - Rio De Janeiro, Brazil",MIA,GIG,33.4,-110.87,-22.81,-43.24,5896,1
1482,"Austin, United States Of America - London, United Kingdom",LHR,AUS,41.6,-98.93,30.2,-97.67,789,1
1483,"Austin, United States Of America - London, United Kingdom",LHR,AUS,41.6,-98.93,30.2,-97.67,789,1
1484,"Houston, United States Of America - Tokyo, Japan",NRT,IAH,35.8,140.39,29.98,-95.34,6641,1
1485,"Houston, United States Of America - Tokyo, Japan",NRT,IAH,35.8,140.39,29.98,-95.34,6641,1
1486,"Madrid, Spain - Paris, France",MAD,PAR,40.5,-3.58,49.01,2.54,660,1
1487,"Madrid, Spain - Paris, France",MAD,PAR,40.5,-3.58,49.01,2.54,660,1
1488,"Madrid, Spain - Paris, France",MAD,PAR,40.5,-3.58,49.01,2.54,660,1
1489,"Dubai, United Arab Emirates - Newcastle, United Kingdom",DXB,NCL,25.3,55.35,55.04,-1.71,3514,1
1490,"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79,6900,1
1491,"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79,6900,1
1492,"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79,6900,1
1493,"Philadelphia, United States Of America - Portland, United States Of America",PHL,PWM,45.1,-89.01,43.65,-70.31,929,1
1494,"Philadelphia, United States Of America - Portland, United States Of America",PHL,PWM,45.1,-89.01,43.65,-70.31,929,1
1495,"Dubai, United Arab Emirates - Paris, France",DXB,CDG,25.3,55.35,49.01,2.54,3257,1
1496,"Dubai, United Arab Emirates - Paris, France",DXB,CDG,25.3,55.35,49.01,2.54,3257,1
1497,"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DAR,DXB,-6.9,39.2,25.25,55.35,2463,1
1498,"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DAR,DXB,-6.9,39.2,25.25,55.35,2463,1
1499,"Chicago, United States Of America - Los Angeles, United States Of America",ORD,LAX,41.6,-98.93,34.05,-118.24,1174,1
1500,"Bombay, India - Tokyo, Japan",NRT,BOM,35.8,140.39,19.09,72.86,4223,1
1501,"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,733,1
1502,"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,733,1
1503,"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,733,1
1504,"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,2782,1
1505,"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,2782,1
1506,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1507,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1508,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1509,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1510,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1511,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,276,1
1512,"Bordeaux, France - Paris, France",ORY,BOD,48.7,2.37,41.73,8.88,576,1
1513,"Newark, United States Of America - Portland, United States Of America",EWR,PDX,40.8,-111.89,45.59,-122.59,633,1
1514,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1515,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1516,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1517,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1518,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1519,"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,294,1
1520,"Houston, United States Of America - Rio De Janeiro, Brazil",IAH,GIG,30.0,-95.34,-22.81,-43.24,5017,1
1521,"Edinburgh, United Kingdom - Newark, United States Of America",EDI,EWR,56.0,-3.34,40.69,-74.18,3269,1
1522,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1523,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1524,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1525,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1526,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1527,"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,298,1
1528,"Philadelphia, United States Of America - Venice, Italy",PHL,VCE,51.5,-0.45,45.44,12.32,719,1
1529,"Hamburg, Germany - Munich, Germany",MUC,HAM,48.3,11.77,53.64,10.01,377,1
1530,"Newark, United States Of America - Vancouver, Canada",YVR,EWR,49.2,-123.17,40.69,-74.18,2428,1
1531,"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,2000,1
1532,"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,2000,1
1533,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1534,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
1535,"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,493,1
